bg2010gj,bg2010ge,bg2020gj,bg2020ge,parea,wt_pop,wt_adult,wt_fam,wt_hh,wt_hu,wt_ownhu,wt_renthu
G36004700552003,360470552003,G36004700552003,360470552003,1,1,1,1,1,1,1,1
G36004700553001,360470553001,G36004700553001,360470553001,1,1,1,1,1,1,1,1
G36004700553002,360470553002,G36004700553002,360470553002,1,1,1,1,1,1,1,1
G36004700553003,360470553003,G36004700553003,360470553003,1,1,1,1,1,1,1,1
G36004700554001,360470554001,G36004700554001,360470554001,1,1,1,1,1,1,1,1
G36004700554002,360470554002,G36004700554002,360470554002,1,1,1,1,1,1,1,1
G36004700554003,360470554003,G36004700554003,360470554003,1,1,1,1,1,1,1,1
G36004700555001,360470555001,G36004700555001,360470555001,1,1,1,1,1,1,1,1
G36004700556001,360470556001,G36004700556001,360470556001,1,1,1,1,1,1,1,1
G36004700556002,360470556002,G36004700556002,360470556002,1,1,1,1,1,1,1,1
G36004700556003,360470556003,G36004700556003,360470556003,1,1,1,1,1,1,1,1
G36004700557001,360470557001,G36004700557001,360470557001,1,1,1,1,1,1,1,1
G36004700557002,360470557002,G36004700557002,360470557002,1,1,1,1,1,1,1,1
G36004700558001,360470558001,G36004700558001,360470558001,1,1,1,1,1,1,1,1
G36004700558002,360470558002,G36004700558002,360470558002,1,1,1,1,1,1,1,1
G36004700560001,360470560001,G36004700560001,360470560001,1,1,1,1,1,1,1,1
G36004700560002,360470560002,G36004700560002,360470560002,1,1,1,1,1,1,1,1
G36004700560003,360470560003,G36004700560003,360470560003,1,1,1,1,1,1,1,1
G36004700561001,360470561001,G36004700561001,360470561001,1,1,1,1,1,1,1,1
G36004700561002,360470561002,G36004700561001,360470561001,0.0067627098,0,0,0,0,0,0,0
G36004700561002,360470561002,G36004700561002,360470561002,0.9932372902,1,1,1,1,1,1,1
G36004700561003,360470561003,G36004700561003,360470561003,1,1,1,1,1,1,1,1
G36004700561004,360470561004,G36004700561004,360470561004,1,1,1,1,1,1,1,1
G36004700562001,360470562001,G36004700562001,360470562001,1,1,1,1,1,1,1,1
G36004700562002,360470562002,G36004700562002,360470562002,1,1,1,1,1,1,1,1
G36004700563001,360470563001,G36004700563011,360470563011,0.2072695722,0.9307958478,0.9295958279,0.925,0.9217171717,0.9157175399,1,0.9093567251
G36004700563001,360470563001,G36004700563020,360470563020,0,0,0,0,0,0,0,0
G36004700563001,360470563001,G36004700563021,360470563021,0.2326832204,0.0000183455,0.0000207373,0.0000207103,0.0000234298,0.0000256638,0,0.0000271293
G36004700563001,360470563001,G36004700563022,360470563022,0.5600472074,0.0691858068,0.0703834348,0.0749792897,0.0782593985,0.0842567964,0,0.0906161456
G36004700563002,360470563002,G36004700563012,360470563012,0.6838510919,0.931533269,0.9286474973,0.9430379747,0.9306358382,0.9424920128,0.9722222222,0.9275362319
G36004700563002,360470563002,G36004700563022,360470563022,0.3161489081,0.068466731,0.0713525027,0.0569620253,0.0693641618,0.0575079872,0.0277777778,0.0724637681
G36004700563003,360470563003,G36004700563013,360470563013,1,1,1,1,1,1,1,1
G36004700563004,360470563004,G36004700563014,360470563014,1,1,1,1,1,1,1,1
G36004700564001,360470564001,G36004700564001,360470564001,1,1,1,1,1,1,1,1
G36004700564002,360470564002,G36004700564002,360470564002,1,1,1,1,1,1,1,1
G36004700564003,360470564003,G36004700564003,360470564003,1,1,1,1,1,1,1,1
G36004700565001,360470565001,G36004700565001,360470565001,1,1,1,1,1,1,1,1
G36004700565002,360470565002,G36004700565002,360470565002,1,1,1,1,1,1,1,1
G36004700565003,360470565003,G36004700565003,360470565003,1,1,1,1,1,1,1,1
G36004700566001,360470566001,G36004700566001,360470566001,1,1,1,1,1,1,1,1
G36004700566002,360470566002,G36004700566002,360470566002,1,1,1,1,1,1,1,1
G36004700568001,360470568001,G36004700568001,360470568001,1,1,1,1,1,1,1,1
G36004700568002,360470568002,G36004700568002,360470568002,1,1,1,1,1,1,1,1
G36004700569001,360470569001,G36004700569001,360470569001,1,1,1,1,1,1,1,1
G36004700569002,360470569002,G36004700569002,360470569002,1,1,1,1,1,1,1,1
G36004700570001,360470570001,G36004700570001,360470570001,1,1,1,1,1,1,1,1
G36004700570002,360470570002,G36004700570002,360470570002,1,1,1,1,1,1,1,1
G36004700570003,360470570003,G36004700570003,360470570003,1,1,1,1,1,1,1,1
G36004700570004,360470570004,G36004700570004,360470570004,1,1,1,1,1,1,1,1
G36004700571001,360470571001,G36004700571001,360470571001,1,1,1,1,1,1,1,1
G36004700571002,360470571002,G36004700571002,360470571002,1,1,1,1,1,1,1,1
G36004700571003,360470571003,G36004700571003,360470571003,1,1,1,1,1,1,1,1
G36004700571004,360470571004,G36004700571004,360470571004,1,1,1,1,1,1,1,1
G36004700572001,360470572001,G36004700572001,360470572001,1,1,1,1,1,1,1,1
G36004700572002,360470572002,G36004700572002,360470572002,1,1,1,1,1,1,1,1
G36004700573001,360470573001,G36004700573001,360470573001,1,1,1,1,1,1,1,1
G36004700573002,360470573002,G36004700573002,360470573002,1,1,1,1,1,1,1,1
G36004700573003,360470573003,G36004700573003,360470573003,1,1,1,1,1,1,1,1
G36004700574001,360470574001,G36004700574001,360470574001,1,1,1,1,1,1,1,1
G36004700574002,360470574002,G36004700574002,360470574002,1,1,1,1,1,1,1,1
G36004700575001,360470575001,G36004700575001,360470575001,1,1,1,1,1,1,1,1
G36004700575002,360470575002,G36004700575002,360470575002,1,1,1,1,1,1,1,1
G36004700575003,360470575003,G36004700575003,360470575003,1,1,1,1,1,1,1,1
G36004700575004,360470575004,G36004700575004,360470575004,1,1,1,1,1,1,1,1
G36004700576001,360470576001,G36004700576001,360470576001,1,1,1,1,1,1,1,1
G36004700576002,360470576002,G36004700576002,360470576002,1,1,1,1,1,1,1,1
G36004700578001,360470578001,G36004700578001,360470578001,1,1,1,1,1,1,1,1
G36004700578002,360470578002,G36004700578002,360470578002,1,1,1,1,1,1,1,1
G36004700579001,360470579001,G36004700579011,360470579011,0.7745310571,0.3820933165,0.398782344,0.3374233129,0.4246153846,0.4406779661,0.3548387097,0.4319727891
G36004700579001,360470579001,G36004700579012,360470579012,0.2254689429,0.6179066835,0.601217656,0.6625766871,0.5753846154,0.5593220339,0.6451612903,0.5680272109
G36004700579002,360470579002,G36004700579011,360470579011,0.0036854371,0,0,0,0,0,0,0
G36004700579002,360470579002,G36004700579012,360470579012,0.2591070286,1,1,1,1,1,1,1
G36004700579002,360470579002,G36004700579021,360470579021,0.7372075343,0,0,0,0,0,0,0
G36004700580001,360470580001,G36004700580001,360470580001,1,1,1,1,1,1,1,1
G36004700580002,360470580002,G36004700580002,360470580002,1,1,1,1,1,1,1,1
G36004700582001,360470582001,G36004700582001,360470582001,1,1,1,1,1,1,1,1
G36004700582002,360470582002,G36004700582002,360470582002,1,1,1,1,1,1,1,1
G36004700582003,360470582003,G36004700582003,360470582003,1,1,1,1,1,1,1,1
G36004700584001,360470584001,G36004700584001,360470584001,1,1,1,1,1,1,1,1
G36004700584002,360470584002,G36004700584002,360470584002,1,1,1,1,1,1,1,1
G36004700586001,360470586001,G36004700586001,360470586001,1,1,1,1,1,1,1,1
G36004700586002,360470586002,G36004700586002,360470586002,1,1,1,1,1,1,1,1
G36004700588001,360470588001,G36004700588001,360470588001,1,1,1,1,1,1,1,1
G36004700588002,360470588002,G36004700588002,360470588002,1,1,1,1,1,1,1,1
G36004700589001,360470589001,G36004700589012,360470589012,0.3777377981,1,1,1,1,1,1,1
G36004700589001,360470589001,G36004700589021,360470589021,0.6222622019,0,0,0,0,0,0,0
G36004700589002,360470589002,G36004700589011,360470589011,1,1,1,1,1,1,1,1
G36004700590001,360470590001,G36004700590001,360470590001,1,1,1,1,1,1,1,1
G36004700591001,360470591001,G36004700591001,360470591001,1,1,1,1,1,1,1,1
G36004700591002,360470591002,G36004700591002,360470591002,1,1,1,1,1,1,1,1
G36004700591003,360470591003,G36004700591003,360470591003,1,1,1,1,1,1,1,1
G36004700591004,360470591004,G36004700591004,360470591004,1,1,1,1,1,1,1,1
G36004700592001,360470592001,G36004700592001,360470592001,1,1,1,1,1,1,1,1
G36004700592002,360470592002,G36004700592002,360470592002,1,1,1,1,1,1,1,1
G36004700592003,360470592003,G36004700592003,360470592003,1,1,1,1,1,1,1,1
G36004700593001,360470593001,G36004700593001,360470593001,1,1,1,1,1,1,1,1
G36004700593002,360470593002,G36004700593002,360470593002,1,1,1,1,1,1,1,1
G36004700594011,360470594011,G36004700594031,360470594031,1,1,1,1,1,1,1,1
G36004700594012,360470594012,G36004700594032,360470594032,1,1,1,1,1,1,1,1
G36004700594013,360470594013,G36004700594041,360470594041,1,1,1,1,1,1,1,1
G36004700594014,360470594014,G36004700594042,360470594042,1,1,1,1,1,1,1,1
G36004700594015,360470594015,G36004700594043,360470594043,1,1,1,1,1,1,1,1
G36004700594016,360470594016,G36004700594033,360470594033,1,1,1,1,1,1,1,1
G36004700594021,360470594021,G36004700594021,360470594021,1,1,1,1,1,1,1,1
G36004700594022,360470594022,G36004700594022,360470594022,1,1,1,1,1,1,1,1
G36004700594023,360470594023,G36004700594023,360470594023,1,1,1,1,1,1,1,1
G36004700594024,360470594024,G36004700594024,360470594024,1,1,1,1,1,1,1,1
G36004700596001,360470596001,G36004700596001,360470596001,1,1,1,1,1,1,1,1
G36004700596002,360470596002,G36004700596002,360470596002,1,1,1,1,1,1,1,1
G36004700596003,360470596003,G36004700596003,360470596003,1,1,1,1,1,1,1,1
G36004700598001,360470598001,G36004700598001,360470598001,1,1,1,1,1,1,1,1
G36004700598002,360470598002,G36004700598002,360470598002,1,1,1,1,1,1,1,1
G36004700600001,360470600001,G36004700600001,360470600001,1,1,1,1,1,1,1,1
G36004700600002,360470600002,G36004700600002,360470600002,1,1,1,1,1,1,1,1
G36004700600003,360470600003,G36004700600003,360470600003,1,1,1,1,1,1,1,1
G36004700600004,360470600004,G36004700600004,360470600004,1,1,1,1,1,1,1,1
G36004700600005,360470600005,G36004700600005,360470600005,1,1,1,1,1,1,1,1
G36004700606001,360470606001,G36004700606001,360470606001,1,1,1,1,1,1,1,1
G36004700606002,360470606002,G36004700606002,360470606002,1,1,1,1,1,1,1,1
G36004700608001,360470608001,G36004700608001,360470608001,1,1,1,1,1,1,1,1
G36004700608002,360470608002,G36004700608002,360470608002,1,1,1,1,1,1,1,1
G36004700608003,360470608003,G36004700608003,360470608003,1,1,1,1,1,1,1,1
G36004700610020,360470610020,G36004700610020,360470610020,1,1,1,1,1,1,1,1
G36004700610021,360470610021,G36004700610021,360470610021,1,1,1,1,1,1,1,1
G36004700610022,360470610022,G36004700610022,360470610022,0.6824488278,0.5415201515,0.5069664345,0.5679124886,0.4515580737,0.4579787234,0.6022610483,0.2664141414
G36004700610022,360470610022,G36004700610023,360470610023,0.3175511722,0.4584798485,0.4930335655,0.4320875114,0.5484419263,0.5420212766,0.3977389517,0.7335858586
G36004700610031,360470610031,G36004700610031,360470610031,1,1,1,1,1,1,1,1
G36004700610032,360470610032,G36004700610032,360470610032,1,1,1,1,1,1,1,1
G36004700610041,360470610041,G36004700610042,360470610042,1,1,1,1,1,1,1,1
G36004700610042,360470610042,G36004700610041,360470610041,1,1,1,1,1,1,1,1
G36004700610043,360470610043,G36004700610042,360470610042,0.0106976744,0,0,0,0,0,0,0
G36004700610043,360470610043,G36004700610045,360470610045,0.9893023256,1,1,1,1,1,1,1
G36004700610044,360470610044,G36004700610043,360470610043,1,1,1,1,1,1,1,1
G36004700610045,360470610045,G36004700610044,360470610044,1,1,1,1,1,1,1,1
G36004700612001,360470612001,G36004700612001,360470612001,1,1,1,1,1,1,1,1
G36004700616000,360470616000,G36004700616000,360470616000,1,1,1,1,1,1,1,1
G36004700616001,360470616001,G36004700616001,360470616001,1,1,1,1,1,1,1,1
G36004700620001,360470620001,G36004700620001,360470620001,1,1,1,1,1,1,1,1
G36004700620002,360470620002,G36004700620002,360470620002,1,1,1,1,1,1,1,1
G36004700622001,360470622001,G36004700622001,360470622001,1,1,1,1,1,1,1,1
G36004700622002,360470622002,G36004700622002,360470622002,1,1,1,1,1,1,1,1
G36004700626001,360470626001,G36004700626001,360470626001,1,1,1,1,1,1,1,1
G36004700626002,360470626002,G36004700626002,360470626002,1,1,1,1,1,1,1,1
G36004700628001,360470628001,G36004700628001,360470628001,1,1,1,1,1,1,1,1
G36004700628002,360470628002,G36004700628002,360470628002,1,1,1,1,1,1,1,1
G36004700628003,360470628003,G36004700628003,360470628003,1,1,1,1,1,1,1,1
G36004700628004,360470628004,G36004700628004,360470628004,1,1,1,1,1,1,1,1
G36004700632001,360470632001,G36004700632001,360470632001,1,1,1,1,1,1,1,1
G36004700632002,360470632002,G36004700632002,360470632002,1,1,1,1,1,1,1,1
G36004700636001,360470636001,G36004700636001,360470636001,1,1,1,1,1,1,1,1
G36004700638001,360470638001,G36004700638001,360470638001,1,1,1,1,1,1,1,1
G36004700638002,360470638002,G36004700638002,360470638002,1,1,1,1,1,1,1,1
G36004700640001,360470640001,G36004700640001,360470640001,1,1,1,1,1,1,1,1
G36004700640002,360470640002,G36004700640002,360470640002,1,1,1,1,1,1,1,1
G36004700642001,360470642001,G36004700642001,360470642001,1,1,1,1,1,1,1,1
G36004700642002,360470642002,G36004700642002,360470642002,1,1,1,1,1,1,1,1
G36004700644001,360470644001,G36004700644001,360470644001,1,1,1,1,1,1,1,1
G36004700644002,360470644002,G36004700644002,360470644002,0.0927556805,0.0262467192,0.0338770389,0.0398550725,0.0362694301,0.03515625,0.0517241379,0.012987013
G36004700644002,360470644002,G36004700644003,360470644003,0.9072443195,0.9737532808,0.9661229611,0.9601449275,0.9637305699,0.96484375,0.9482758621,0.987012987
G36004700646001,360470646001,G36004700646001,360470646001,1,1,1,1,1,1,1,1
G36004700646002,360470646002,G36004700646002,360470646002,1,1,1,1,1,1,1,1
G36004700648001,360470648001,G36004700648001,360470648001,1,1,1,1,1,1,1,1
G36004700648002,360470648002,G36004700648002,360470648002,1,1,1,1,1,1,1,1
G36004700650001,360470650001,G36004700650001,360470650001,1,1,1,1,1,1,1,1
G36004700650002,360470650002,G36004700650002,360470650002,1,1,1,1,1,1,1,1
G36004700652001,360470652001,G36004700652001,360470652001,1,1,1,1,1,1,1,1
G36004700654001,360470654001,G36004700654001,360470654001,1,1,1,1,1,1,1,1
G36004700654002,360470654002,G36004700654002,360470654002,1,1,1,1,1,1,1,1
G36004700656001,360470656001,G36004700656001,360470656001,1,1,1,1,1,1,1,1
G36004700656002,360470656002,G36004700656002,360470656002,1,1,1,1,1,1,1,1
G36004700658001,360470658001,G36004700658001,360470658001,1,1,1,1,1,1,1,1
G36004700658002,360470658002,G36004700658002,360470658002,1,1,1,1,1,1,1,1
G36004700660001,360470660001,G36004700660001,360470660001,1,1,1,1,1,1,1,1
G36004700660002,360470660002,G36004700660002,360470660002,1,1,1,1,1,1,1,1
G36004700662001,360470662001,G36004700662001,360470662001,1,1,1,1,1,1,1,1
G36004700666000,360470666000,G36004700666000,360470666000,1,1,1,1,1,1,1,1
G36004700666001,360470666001,G36004700628002,360470628002,0.0001138997,0.0001138997,0.0001138997,0.0001138997,0.0001138997,0.0001138997,0.0001138997,0.0001138997
G36004700666001,360470666001,G36004700666001,360470666001,0.9998861003,0.9998861003,0.9998861003,0.9998861003,0.9998861003,0.9998861003,0.9998861003,0.9998861003
G36004700670001,360470670001,G36004700670001,360470670001,1,1,1,1,1,1,1,1
G36004700670002,360470670002,G36004700670002,360470670002,1,1,1,1,1,1,1,1
G36004700672001,360470672001,G36004700672001,360470672001,1,1,1,1,1,1,1,1
G36004700674001,360470674001,G36004700674001,360470674001,1,1,1,1,1,1,1,1
G36004700674002,360470674002,G36004700674002,360470674002,1,1,1,1,1,1,1,1
G36004700676001,360470676001,G36004700676001,360470676001,1,1,1,1,1,1,1,1
G36004700676002,360470676002,G36004700676002,360470676002,1,1,1,1,1,1,1,1
G36004700678001,360470678001,G36004700678001,360470678001,1,1,1,1,1,1,1,1
G36004700678002,360470678002,G36004700678002,360470678002,1,1,1,1,1,1,1,1
G36004700680001,360470680001,G36004700680001,360470680001,1,1,1,1,1,1,1,1
G36004700680002,360470680002,G36004700680002,360470680002,1,1,1,1,1,1,1,1
G36004700682001,360470682001,G36004700682001,360470682001,1,1,1,1,1,1,1,1
G36004700682002,360470682002,G36004700682002,360470682002,1,1,1,1,1,1,1,1
G36004700686001,360470686001,G36004700686001,360470686001,1,1,1,1,1,1,1,1
G36004700686002,360470686002,G36004700686002,360470686002,1,1,1,1,1,1,1,1
G36004700688001,360470688001,G36004700688001,360470688001,1,1,1,1,1,1,1,1
G36004700688002,360470688002,G36004700688002,360470688002,1,1,1,1,1,1,1,1
G36004700690001,360470690001,G36004700690001,360470690001,1,1,1,1,1,1,1,1
G36004700690002,360470690002,G36004700690002,360470690002,1,1,1,1,1,1,1,1
G36004700692001,360470692001,G36004700692001,360470692001,1,1,1,1,1,1,1,1
G36004700692002,360470692002,G36004700692002,360470692002,1,1,1,1,1,1,1,1
G36004700696011,360470696011,G36004700696011,360470696011,1,1,1,1,1,1,1,1
G36004700696012,360470696012,G36004700696012,360470696012,1,1,1,1,1,1,1,1
G36004700696021,360470696021,G36004700696021,360470696021,1,1,1,1,1,1,1,1
G36004700696022,360470696022,G36004700696022,360470696022,1,1,1,1,1,1,1,1
G36004700696023,360470696023,G36004700696023,360470696023,1,1,1,1,1,1,1,1
G36004700698001,360470698001,G36004700698001,360470698001,1,1,1,1,1,1,1,1
G36004700698002,360470698002,G36004700698002,360470698002,1,1,1,1,1,1,1,1
G36004700700001,360470700001,G36004700700001,360470700001,1,1,1,1,1,1,1,1
G36004700700002,360470700002,G36004700700002,360470700002,1,1,1,1,1,1,1,1
G36004700702011,360470702011,G36004700702011,360470702011,1,1,1,1,1,1,1,1
G36004700702012,360470702012,G36004700702012,360470702012,1,1,1,1,1,1,1,1
G36004700702013,360470702013,G36004700702013,360470702013,1,1,1,1,1,1,1,1
G36004700702014,360470702014,G36004700702014,360470702014,1,1,1,1,1,1,1,1
G36004700702015,360470702015,G36004700702015,360470702015,1,1,1,1,1,1,1,1
G36004700702020,360470702020,G36004700702020,360470702020,1,1,1,1,1,1,1,1
G36004700702021,360470702021,G36004700702021,360470702021,1,1,1,1,1,1,1,1
G36004700702030,360470702030,G36004700702030,360470702030,1,1,1,1,1,1,1,1
G36004700702031,360470702031,G36004700702031,360470702031,1,1,1,1,1,1,1,1
G36004700706000,360470706000,G36004700706020,360470706020,1,1,1,1,1,1,1,1
G36004700706001,360470706001,G36004700706012,360470706012,1,1,1,1,1,1,1,1
G36004700706002,360470706002,G36004700706011,360470706011,0.100245464,0.8144513827,0.8059210526,0.8019169329,0.7995169082,0.7963386728,0.9090909091,0.5546875
G36004700706002,360470706002,G36004700706012,360470706012,0.0708611189,0.1855486173,0.1940789474,0.1980830671,0.2004830918,0.2036613272,0.0909090909,0.4453125
G36004700706002,360470706002,G36004700706021,360470706021,0.8288934171,0,0,0,0,0,0,0
G36004700720001,360470720001,G36004700720001,360470720001,1,1,1,1,1,1,1,1
G36004700722001,360470722001,G36004700722001,360470722001,1,1,1,1,1,1,1,1
G36004700722002,360470722002,G36004700722002,360470722002,1,1,1,1,1,1,1,1
G36004700724001,360470724001,G36004700724001,360470724001,1,1,1,1,1,1,1,1
G36004700724002,360470724002,G36004700724002,360470724002,1,1,1,1,1,1,1,1
G36004700726001,360470726001,G36004700726001,360470726001,1,1,1,1,1,1,1,1
G36004700728001,360470728001,G36004700728001,360470728001,1,1,1,1,1,1,1,1
G36004700728002,360470728002,G36004700728002,360470728002,1,1,1,1,1,1,1,1
G36004700730001,360470730001,G36004700730001,360470730001,1,1,1,1,1,1,1,1
G36004700730002,360470730002,G36004700730002,360470730002,1,1,1,1,1,1,1,1
G36004700732001,360470732001,G36004700730002,360470730002,0.0014138851,0,0,0,0,0,0,0
G36004700732001,360470732001,G36004700732001,360470732001,0.9985861149,1,1,1,1,1,1,1
G36004700732002,360470732002,G36004700732002,360470732002,1,1,1,1,1,1,1,1
G36004700734001,360470734001,G36004700734001,360470734001,1,1,1,1,1,1,1,1
G36004700734002,360470734002,G36004700734002,360470734002,1,1,1,1,1,1,1,1
G36004700736001,360470736001,G36004700736001,360470736001,1,1,1,1,1,1,1,1
